geneid,score,index_i
enhancers::chr4:83331800-83332400::NA::NA,0.6252038,21409
enhancers::chr4:83370800-83372600::NA::NA,0.6027859,21411
enhancers::chr4:83739600-83740400::NA::NA,0.8787536,21421
enhancers::chr4:83769800-83770400::NA::NA,0.8787536,21422
enhancers::chr4:83771800-83773000::NA::NA,0.8787536,21423
enhancers::chr4:83774000-83775000::NA::NA,0.8787536,21424
enhancers::chr4:83798000-83798800::NA::NA,0.89455,21425
enhancers::chr5:10262600-10263400::NA::NA,0.9469823,21639
enhancers::chr5:10263800-10266000::NA::NA,0.9469823,21643
enhancers::chr5:10408800-10413600::NA::NA,0.8640506,21655
enhancers::chr5:10430800-10432000::NA::NA,0.85086125,21656
enhancers::chr5:1324800-1328000::NA::NA,0.8385651,22007
enhancers::chr5:137842800-137844200::NA::NA,0.8022768,22090
enhancers::chr5:140946200-140948200::NA::NA,0.8695381,22123
enhancers::chr5:140965200-140966000::NA::NA,0.8695381,22124
enhancers::chr5:141361000-141363000::NA::NA,0.64895946,22129
enhancers::chr5:1470000-1470600::NA::NA,0.780807,22217
enhancers::chr5:147797200-147798400::NA::NA,0.6648199,22266
enhancers::chr5:148247600-148248600::NA::NA,0.6508838,22275
enhancers::chr5:148277400-148278400::NA::NA,0.76858705,22277
enhancers::chr5:148419800-148420400::NA::NA,0.73041034,22279
enhancers::chr5:154190400-154193800::NA::NA,0.73132896,22384
enhancers::chr5:159658800-159659400::NA::NA,0.6040262,22457
enhancers::chr5:167989000-167989600::NA::NA,0.9255332,22525
enhancers::chr5:170832800-170833800::NA::NA,0.807589,22554
enhancers::chr5:171812600-171813200::NA::NA,0.6360179,22572
enhancers::chr5:172340000-172340800::NA::NA,0.8428993,22574
enhancers::chr5:173140200-173142600::NA::NA,0.67928976,22587
enhancers::chr5:173471400-173472600::NA::NA,0.81079763,22593
enhancers::chr5:174942800-174947400::NA::NA,0.6624547,22598
enhancers::chr5:175796800-175801200::NA::NA,0.77702284,22605
enhancers::chr5:175819000-175820200::NA::NA,0.77702284,22606
enhancers::chr5:175897400-175899000::NA::NA,0.77702284,22608
enhancers::chr5:175915800-175920600::NA::NA,0.79929644,22609
enhancers::chr5:175954200-175957400::NA::NA,0.79929644,22612
enhancers::chr5:176756200-176761000::NA::NA,0.79929644,22629
enhancers::chr5:176947800-176948800::NA::NA,0.84306514,22633
enhancers::chr5:177648400-177650200::NA::NA,0.92201614,22645
enhancers::chr5:177686600-177687400::NA::NA,0.89423287,22646
enhancers::chr5:177688800-177689600::NA::NA,0.89423287,22647
enhancers::chr5:179174000-179175200::NA::NA,0.6411861,22672
enhancers::chr5:179196200-179196800::NA::NA,0.6411861,22673
enhancers::chr5:179197800-179199000::NA::NA,0.6411861,22674
enhancers::chr5:179202800-179207800::NA::NA,0.9193864,22675
enhancers::chr5:179250800-179253000::NA::NA,0.89423287,22676
enhancers::chr5:33432200-33435200::NA::NA,0.76718557,22792
enhancers::chr5:54398000-54403400::NA::NA,0.75778604,23044
enhancers::chr5:54847200-54847800::NA::NA,0.91715294,23050
enhancers::chr5:54860000-54861000::NA::NA,0.91715294,23051
enhancers::chr5:55059400-55060600::NA::NA,0.7977552,23055
enhancers::chr5:55184000-55184800::NA::NA,0.6504422,23060
enhancers::chr5:55208800-55210200::NA::NA,0.9218358,23061
enhancers::chr5:55422200-55426000::NA::NA,0.7626634,23066
enhancers::chr5:55502400-55503600::NA::NA,0.69758445,23067
enhancers::chr5:55507200-55507800::NA::NA,0.69758445,23068
enhancers::chr5:55847800-55849200::NA::NA,0.7873615,23073
enhancers::chr5:56514000-56515800::NA::NA,0.9193373,23079
enhancers::chr5:68401800-68402600::NA::NA,0.67045796,23227
enhancers::chr5:72233400-72234600::NA::NA,0.7726685,23260
enhancers::chr5:72736800-72737800::NA::NA,0.6018315,23263
enhancers::chr5:72870600-72871400::NA::NA,0.7726685,23264
enhancers::chr5:74601400-74602400::NA::NA,0.78525084,23308
enhancers::chr5:74643200-74644600::NA::NA,0.78525084,23310
enhancers::chr5:74664000-74664600::NA::NA,0.78525084,23312
enhancers::chr6:10394200-10395400::NA::NA,0.7604418,23698
enhancers::chr6:10609800-10611400::NA::NA,0.7655597,23714
enhancers::chr6:10759800-10764800::NA::NA,0.880831,23730
enhancers::chr6:10801000-10801600::NA::NA,0.8079386,23733
enhancers::chr6:11830400-11831000::NA::NA,0.71003354,23895
enhancers::chr6:12528400-12531000::NA::NA,0.88783586,24017
enhancers::chr6:12538800-12539800::NA::NA,0.88783586,24019
enhancers::chr6:13587000-13588200::NA::NA,0.8214122,24209
enhancers::chr6:1395600-1397600::NA::NA,0.64276665,24293
enhancers::chr6:151156800-151157400::NA::NA,0.71960753,24487
enhancers::chr6:151520800-151521600::NA::NA,0.6613278,24497
enhancers::chr6:159028600-159029600::NA::NA,0.6139842,24565
enhancers::chr6:170114000-170115400::NA::NA,0.7766306,24658
enhancers::chr6:17620800-17621600::NA::NA,0.74904466,24673
enhancers::chr6:17666600-17667400::NA::NA,0.74904466,24675
enhancers::chr6:18203800-18204600::NA::NA,0.71993625,24683
enhancers::chr6:18213600-18215200::NA::NA,0.71993625,24684
enhancers::chr6:2184400-2185400::NA::NA,0.8416297,24744
enhancers::chr6:24738800-24739400::NA::NA,0.94524264,24772
enhancers::chr6:24741000-24741600::NA::NA,0.94524264,24773
enhancers::chr6:24742400-24745000::NA::NA,0.94524264,24774
enhancers::chr6:24771000-24771800::NA::NA,0.94524264,24778
enhancers::chr6:24779400-24781000::NA::NA,0.94524264,24779
enhancers::chr6:24809400-24810600::NA::NA,0.6899244,24780
enhancers::chr6:24821800-24822400::NA::NA,0.6018473,24781
enhancers::chr6:24825400-24826000::NA::NA,0.6018473,24782
enhancers::chr6:2890200-2896000::NA::NA,0.93441343,24828
enhancers::chr6:30516000-30516800::NA::NA,0.81943166,24841
enhancers::chr6:30533600-30534400::NA::NA,0.81092,24842
enhancers::chr6:3082200-3082800::NA::NA,0.604411,24852
enhancers::chr6:3292400-3294000::NA::NA,0.7909142,24884
enhancers::chr6:33638600-33640000::NA::NA,0.69435453,24891
enhancers::chr6:35409000-35409800::NA::NA,0.7957265,24925
enhancers::chr6:36469400-36470200::NA::NA,0.61525637,24944
enhancers::chr6:36492200-36494400::NA::NA,0.68380886,24947
enhancers::chr6:36522400-36524800::NA::NA,0.76073307,24948
enhancers::chr6:3839400-3844400::NA::NA,0.7984493,24982
enhancers::chr6:4039000-4040000::NA::NA,0.94876176,25014
enhancers::chr6:4103000-4104600::NA::NA,0.8218447,25018
enhancers::chr6:43479400-43480600::NA::NA,0.97103137,25059
enhancers::chr6:43492200-43492800::NA::NA,0.97103137,25061
enhancers::chr6:43538600-43539200::NA::NA,0.62172854,25062
enhancers::chr6:43588200-43588800::NA::NA,0.7073953,25065
enhancers::chr6:5125200-5126800::NA::NA,0.7193115,25187
enhancers::chr6:5159200-5160200::NA::NA,0.7193115,25198
enhancers::chr6:5245200-5247600::NA::NA,0.64588827,25206
enhancers::chr6:7213600-7215200::NA::NA,0.9429173,25355
enhancers::chr6:7250200-7251000::NA::NA,0.76770085,25361
enhancers::chr6:7409800-7410600::NA::NA,0.7233458,25365
enhancers::chr6:7604200-7605000::NA::NA,0.66753334,25397
enhancers::chr6:7840400-7841000::NA::NA,0.91386884,25411
enhancers::chr6:7882200-7883000::NA::NA,0.91386884,25412
enhancers::chr6:7895200-7895800::NA::NA,0.91386884,25413
enhancers::chr6:86225600-86226400::NA::NA,0.6186017,25531
enhancers::chr6:90364600-90366200::NA::NA,0.6221425,25586
enhancers::chr7:102947800-102948800::NA::NA,0.70005196,25665
enhancers::chr7:132748000-132749800::NA::NA,0.9043229,26013
enhancers::chr7:134352400-134354200::NA::NA,0.68444884,26028
enhancers::chr7:138756200-138759600::NA::NA,0.93576884,26133
enhancers::chr7:138760000-138761200::NA::NA,0.93576884,26134
enhancers::chr7:139013800-139014600::NA::NA,0.82380784,26139
enhancers::chr7:139015000-139015600::NA::NA,0.82380784,26140
enhancers::chr7:139106800-139108800::NA::NA,0.82380784,26142
enhancers::chr7:140666400-140667600::NA::NA,0.6634217,26161
enhancers::chr7:142989600-142995600::NA::NA,0.8795747,26193
enhancers::chr7:143002200-143004000::NA::NA,0.96637964,26196
enhancers::chr7:148359600-148362600::NA::NA,0.865757,26222
enhancers::chr7:148365800-148367200::NA::NA,0.865757,26223
enhancers::chr7:150001200-150003800::NA::NA,0.6785489,26247
enhancers::chr7:150025800-150028800::NA::NA,0.6785489,26248
enhancers::chr7:150763400-150765200::NA::NA,0.77323,26257
enhancers::chr7:150765600-150767600::NA::NA,0.77323,26258
enhancers::chr7:154751800-154752400::NA::NA,0.6055618,26275
enhancers::chr7:154776600-154777400::NA::NA,0.6055618,26276
enhancers::chr7:157180800-157184400::NA::NA,0.88475007,26289
enhancers::chr7:16813000-16815200::NA::NA,0.9358226,26323
enhancers::chr7:16845400-16846200::NA::NA,0.9689752,26327
enhancers::chr7:2276400-2278000::NA::NA,0.9884892,26438
enhancers::chr7:2300000-2301200::NA::NA,0.9640319,26445
enhancers::chr7:2313600-2315000::NA::NA,0.9640319,26449
enhancers::chr7:2419400-2420400::NA::NA,0.81162375,26464
enhancers::chr7:29971600-29972200::NA::NA,0.85376376,26546
enhancers::chr7:43916800-43920800::NA::NA,0.6260788,26682
enhancers::chr7:44114200-44117400::NA::NA,0.94021535,26684
enhancers::chr7:44149400-44156400::NA::NA,0.94021535,26685
enhancers::chr7:44244400-44245000::NA::NA,0.8922222,26686
enhancers::chr7:44842400-44843000::NA::NA,0.64130515,26704
enhancers::chr7:4810000-4810800::NA::NA,0.6247575,26753
enhancers::chr7:55224000-55225400::NA::NA,0.9719409,26792
enhancers::chr7:55242600-55243400::NA::NA,0.9719409,26794
enhancers::chr7:55244000-55252200::NA::NA,0.9650441,26795
enhancers::chr7:55565400-55566600::NA::NA,0.65800524,26798
enhancers::chr7:6063600-6064800::NA::NA,0.7852067,26821
enhancers::chr7:6155600-6156400::NA::NA,0.7395516,26823
enhancers::chr7:6179400-6180000::NA::NA,0.73736197,26825
enhancers::chr7:6215200-6216200::NA::NA,0.88356483,26827
enhancers::chr7:6321000-6322600::NA::NA,0.75249213,26830
enhancers::chr7:6402400-6404400::NA::NA,0.90906656,26834
enhancers::chr7:6641600-6642400::NA::NA,0.95555675,26879
enhancers::chr7:73648000-73649200::NA::NA,0.67759293,26921
enhancers::chr7:73654200-73656000::NA::NA,0.67759293,26923
enhancers::chr7:74180600-74182800::NA::NA,0.6650756,26932
enhancers::chr7:881600-883200::NA::NA,0.82841384,27103
enhancers::chr7:898400-900000::NA::NA,0.82841384,27108
enhancers::chr7:912000-912800::NA::NA,0.82841384,27128
enhancers::chr7:936400-937000::NA::NA,0.82841384,27166
enhancers::chr7:94224400-94225400::NA::NA,0.9462821,27187
enhancers::chr7:97970400-97971200::NA::NA,0.8818732,27249
enhancers::chr7:98006000-98008800::NA::NA,0.96980447,27250
enhancers::chr7:98538200-98539200::NA::NA,0.74735796,27255
enhancers::chr7:98596400-98597200::NA::NA,0.74735796,27258
enhancers::chr7:98992200-98998000::NA::NA,0.97352695,27272
enhancers::chr7:99012800-99014800::NA::NA,0.97352695,27273
enhancers::chr7:99019200-99020400::NA::NA,0.97352695,27274
enhancers::chr7:99029000-99031200::NA::NA,0.97352695,27275
enhancers::chr7:99052800-99055000::NA::NA,0.97352695,27276
enhancers::chr7:99631200-99635800::NA::NA,0.97731817,27289
enhancers::chr7:99708800-99709400::NA::NA,0.7730115,27293
enhancers::chr8:101276200-101276800::NA::NA,0.8379114,27313
enhancers::chr8:103269000-103269600::NA::NA,0.96482533,27343
enhancers::chr8:103352000-103355000::NA::NA,0.780988,27344
enhancers::chr8:103517400-103518000::NA::NA,0.64886415,27350
enhancers::chr8:103568800-103570000::NA::NA,0.64886415,27352
enhancers::chr8:104067400-104068600::NA::NA,0.69318503,27362
enhancers::chr8:124889200-124891000::NA::NA,0.8158296,27589
enhancers::chr8:125420600-125421600::NA::NA,0.70362866,27597
enhancers::chr8:125425800-125426400::NA::NA,0.70362866,27598
enhancers::chr8:125499800-125500400::NA::NA,0.70362866,27599
enhancers::chr8:125503400-125505400::NA::NA,0.969535,27600
enhancers::chr8:125533400-125534000::NA::NA,0.969535,27601
enhancers::chr8:125772600-125775000::NA::NA,0.67246455,27604
enhancers::chr8:126082000-126083000::NA::NA,0.96696424,27612
enhancers::chr8:126083400-126084200::NA::NA,0.96696424,27613
enhancers::chr8:126251600-126252200::NA::NA,0.75343317,27616
enhancers::chr8:126328200-126329400::NA::NA,0.7811212,27617
enhancers::chr8:128097800-128099600::NA::NA,0.60619545,27644
enhancers::chr8:128187600-128188200::NA::NA,0.72239834,27645
enhancers::chr8:128258600-128260400::NA::NA,0.75242615,27652
enhancers::chr8:128706800-128707400::NA::NA,0.83155525,27671
enhancers::chr8:128798000-128798600::NA::NA,0.83155525,27674
enhancers::chr8:131160600-131161800::NA::NA,0.74278057,27688
enhancers::chr8:134428200-134430800::NA::NA,0.713639,27725
enhancers::chr8:144669000-144670000::NA::NA,0.7902927,27746
enhancers::chr8:144876000-144877400::NA::NA,0.7902927,27750
enhancers::chr8:144882200-144890600::NA::NA,0.7902927,27752
enhancers::chr8:22200600-22202000::NA::NA,0.6073875,27833
enhancers::chr8:22816400-22817400::NA::NA,0.6038463,27840
enhancers::chr8:23148200-23149400::NA::NA,0.6038463,27842
enhancers::chr8:27402600-27405200::NA::NA,0.6125426,27883
enhancers::chr8:29957800-29959000::NA::NA,0.825009,27917
enhancers::chr8:37609800-37611400::NA::NA,0.80983824,28010
enhancers::chr8:37614600-37616200::NA::NA,0.78246516,28011
enhancers::chr8:37985800-37987200::NA::NA,0.8860453,28016
enhancers::chr8:38802800-38803600::NA::NA,0.7097211,28027
enhancers::chr8:38811000-38812600::NA::NA,0.7097211,28028
enhancers::chr8:38816600-38819600::NA::NA,0.7097211,28029
enhancers::chr8:38848400-38850200::NA::NA,0.7097211,28030
enhancers::chr8:38882800-38884600::NA::NA,0.7097211,28032
enhancers::chr8:41466000-41468000::NA::NA,0.7757525,28060
enhancers::chr8:41833000-41833600::NA::NA,0.60211736,28062
enhancers::chr8:42083200-42083800::NA::NA,0.6126411,28066
enhancers::chr8:48711800-48712400::NA::NA,0.6727451,28092
enhancers::chr8:48771800-48773200::NA::NA,0.6727451,28096
enhancers::chr8:48879000-48880000::NA::NA,0.6727451,28100
enhancers::chr8:62438800-62440200::NA::NA,0.9349344,28207
enhancers::chr8:62522400-62523600::NA::NA,0.89114094,28209
enhancers::chr8:90982800-90984800::NA::NA,0.7919934,28462
enhancers::chr8:98690200-98690800::NA::NA,0.6998332,28561
enhancers::chr8:99050600-99051200::NA::NA,0.96276885,28569
enhancers::chr9:108108400-108109400::NA::NA,0.80195177,28681
enhancers::chr9:127916000-127917800::NA::NA,0.7690464,28960
enhancers::chr9:128091600-128092600::NA::NA,0.80476016,28965
enhancers::chr9:132625400-132633800::NA::NA,0.747906,29044
enhancers::chr9:132824400-132825600::NA::NA,0.6349558,29047
enhancers::chr9:132850200-132851000::NA::NA,0.727347,29048
enhancers::chr9:133572400-133574600::NA::NA,0.8392777,29063
enhancers::chr9:133943400-133944800::NA::NA,0.74965596,29066
enhancers::chr9:133953200-133954600::NA::NA,0.74965596,29067
enhancers::chr9:134311000-134314000::NA::NA,0.98004365,29074
enhancers::chr9:134321800-134323400::NA::NA,0.98004365,29076
enhancers::chr9:134345000-134346000::NA::NA,0.98004365,29079
enhancers::chr9:134355400-134356200::NA::NA,0.98004365,29081
enhancers::chr9:134371800-134377400::NA::NA,0.96905017,29083
enhancers::chr9:134413400-134416200::NA::NA,0.6786386,29087
enhancers::chr9:134465600-134467200::NA::NA,0.6786386,29089
enhancers::chr9:134478400-134479200::NA::NA,0.6786386,29091
enhancers::chr9:134744000-134745200::NA::NA,0.6197044,29096
enhancers::chr9:134763600-134767400::NA::NA,0.6197044,29097
enhancers::chr9:136227200-136228000::NA::NA,0.9680885,29120
enhancers::chr9:136279000-136281200::NA::NA,0.6933743,29124
enhancers::chr9:137014200-137017000::NA::NA,0.62145376,29131
enhancers::chr9:137320600-137322200::NA::NA,0.62145376,29132
enhancers::chr9:139002800-139008200::NA::NA,0.7332483,29143
enhancers::chr9:139110400-139113000::NA::NA,0.7174676,29144
enhancers::chr9:139115800-139121800::NA::NA,0.7174676,29145
enhancers::chr9:139275200-139276000::NA::NA,0.7827458,29147
enhancers::chr9:139355400-139356000::NA::NA,0.8378877,29150
enhancers::chr9:139364200-139367200::NA::NA,0.774484,29151
enhancers::chr9:139393400-139395000::NA::NA,0.75022954,29154
enhancers::chr9:140160400-140168400::NA::NA,0.6411861,29167
enhancers::chr9:15404000-15404600::NA::NA,0.799871,29201
enhancers::chr9:15486000-15486600::NA::NA,0.7016199,29203
enhancers::chr9:21505000-21510200::NA::NA,0.89665985,29272
enhancers::chr9:35066800-35067400::NA::NA,0.81359965,29376
enhancers::chr9:35470000-35471600::NA::NA,0.6114134,29388
enhancers::chr9:35633600-35643000::NA::NA,0.9341835,29392
enhancers::chr9:35697800-35699600::NA::NA,0.96126413,29393
enhancers::chr9:35711400-35712200::NA::NA,0.75079775,29395
enhancers::chr9:35736800-35738400::NA::NA,0.7374476,29397
gc19_pc.3utr::gencode::AC003102.1::ENSG00000214921.2,0.77441686,30930
gc19_pc.3utr::gencode::APOC4-APOC2::ENSG00000224916.4,0.8681018,31890
gc19_pc.3utr::gencode::NME2::ENSG00000011052.17,0.79588807,41854
gc19_pc.3utr::gencode::RP11-343C2.12::ENSG00000272617.1,0.8443292,45008
gc19_pc.3utr::gencode::SOX7::ENSG00000258724.1,0.8138043,46611
gc19_pc.5utr::gencode::AC040160.1::ENSG00000237102.2,0.7995643,50384
gc19_pc.5utr::gencode::APOC4-APOC2::ENSG00000224916.4,0.8681018,51261
gc19_pc.5utr::gencode::CPLX3::ENSG00000213578.4,0.7057297,54090
gc19_pc.promCore::gencode::AC005544.1::ENSG00000214167.1,0.68640304,69515
gc19_pc.promCore::gencode::AC040160.1::ENSG00000237102.2,0.7995643,69669
gc19_pc.promCore::gencode::AL356356.1::ENSG00000225996.2,0.77996814,70287
gc19_pc.promCore::gencode::AP001421.1::ENSG00000267937.1,0.70466155,70628
gc19_pc.promCore::gencode::GDF1::ENSG00000130283.7,0.6567171,76410
gc19_pc.promCore::gencode::IFRG15::ENSG00000258664.1,0.8903222,77737
lncrna.ncrna::gencode::MIR17HG::ENSG00000215417.6,0.61773044,90466
lncrna.ss::gencode::MIR17HG::ENSG00000215417.6,0.61773044,101317
mirna.prom::chr11:2162668-2162709_1::NA::NA,0.8982004,104985
mirna.prom::chr11:2187799-2188046_2::NA::NA,0.89291656,104986
mirna.prom::chr11:46485169-46485569_1::NA::NA,0.6267987,104990
mirna.prom::chr12:120632713-120632716_1::NA::NA,0.6639,105030
mirna.prom::chr12:124018465-124018511_1::NA::NA,0.97115135,105033
mirna.prom::chr12:13044604-13044707_1::NA::NA,0.6266181,105038
mirna.prom::chr12:57902300-57902700_1::NA::NA,0.6267987,105050
mirna.prom::chr13:50655935-50655952_1::NA::NA,0.754856,105077
mirna.prom::chr14:31509192-31509592_1::NA::NA,0.8539515,105109
mirna.prom::chr15:75135287-75135334_1::NA::NA,0.7057297,105147
mirna.prom::chr15:75654553-75654677_1::NA::NA,0.69803244,105148
mirna.prom::chr15:89877864-89877878_1::NA::NA,0.6009803,105156
mirna.prom::chr16:2582040-2582440_1::NA::NA,0.6057639,105178
mirna.prom::chr16:30904088-30904385_2::NA::NA,0.60747707,105180
mirna.prom::chr16:67242013-67242208_1::NA::NA,0.6669984,105187
mirna.prom::chr16:85932968-85932977_1::NA::NA,0.8381586,105194
mirna.prom::chr17:17726712-17726732_1::NA::NA,0.86565506,105203
mirna.prom::chr17:27238444-27238466_1::NA::NA,0.7983758,105210
mirna.prom::chr17:36861384-36861594_1::NA::NA,0.82656986,105218
mirna.prom::chr17:36862633-36862891_1::NA::NA,0.82656986,105219
mirna.prom::chr17:37023701-37024101_2::NA::NA,0.82656986,105221
mirna.prom::chr17:46659641-46659647_1::NA::NA,0.8382395,105235
mirna.prom::chr17:56409869-56410072_1::NA::NA,0.9502718,105241
mirna.prom::chr17:57409262-57409266_1::NA::NA,0.7183212,105245
mirna.prom::chr17:57915164-57915215_1::NA::NA,0.97920305,105246
mirna.prom::chr17:62833272-62833670_1::NA::NA,0.84247637,105250
mirna.prom::chr17:65420661-65421061_1::NA::NA,0.9223807,105252
mirna.prom::chr19:10823549-10823593_1::NA::NA,0.9474846,105293
mirna.prom::chr19:13045051-13045095_1::NA::NA,0.9043111,105301
mirna.prom::chr19:35607423-35607436_1::NA::NA,0.9512436,105311
mirna.prom::chr19:40324585-40324592_1::NA::NA,0.95582086,105314
mirna.prom::chr19:54764656-54765056_1::NA::NA,0.9406288,105341
mirna.prom::chr1:150521682-150521683_1::NA::NA,0.77996814,105371
mirna.prom::chr1:159869726-159869753_1::NA::NA,0.7571103,105381
mirna.prom::chr1:172113784-172114117_2::NA::NA,0.87847394,105384
mirna.prom::chr1:228646259-228646588_1::NA::NA,0.6251226,105404
mirna.prom::chr1:3500290-3500303_1::NA::NA,0.7426893,105421
mirna.prom::chr1:43831790-43831932_1::NA::NA,0.87336165,105428
mirna.prom::chr20:30795895-30795913_1::NA::NA,0.687611,105449
mirna.prom::chr3:48594049-48594056_1::NA::NA,0.6558071,105605
mirna.prom::chr3:50264631-50264711_1::NA::NA,0.6582381,105611
mirna.prom::chr5:154173329-154173569_2::NA::NA,0.73132896,105662
mirna.prom::chr5:167996023-167996343_1::NA::NA,0.9255332,105667
mirna.prom::chr5:172068468-172068474_1::NA::NA,0.86258614,105673
mirna.prom::chr5:179227088-179227177_1::NA::NA,0.8814938,105677
mirna.prom::chr6:10435107-10435408_1::NA::NA,0.77572715,105692
mirna.prom::chr6:1395832-1396065_1::NA::NA,0.64276665,105698
mirna.prom::chr6:30551673-30551948_1::NA::NA,0.81943166,105709
mirna.prom::chr7:99698808-99698816_1::NA::NA,0.97352695,105767
mirna.prom::chr9:35605160-35605166_1::NA::NA,0.9510488,105840
mirna_mat::mirbase_mature::hsa-miR-103a-3p::MIMAT0000101_1,0.9255332,105926
mirna_mat::mirbase_mature::hsa-miR-103b::MIMAT0007402_1,0.9255332,105928
mirna_mat::mirbase_mature::hsa-miR-106b-3p::MIMAT0004672,0.97352695,105935
mirna_mat::mirbase_mature::hsa-miR-106b-5p::MIMAT0000680,0.97352695,105936
mirna_mat::mirbase_mature::hsa-miR-10a-3p::MIMAT0004555,0.8382395,105938
mirna_mat::mirbase_mature::hsa-miR-10a-5p::MIMAT0000253,0.8382395,105939
mirna_mat::mirbase_mature::hsa-miR-10b-5p::MIMAT0000254,0.7233116,105941
mirna_mat::mirbase_mature::hsa-miR-1205::MIMAT0005869,0.79046416,105965
mirna_mat::mirbase_mature::hsa-miR-1206::MIMAT0005870,0.72239834,105966
mirna_mat::mirbase_mature::hsa-miR-1207-3p::MIMAT0005872,0.72239834,105967
mirna_mat::mirbase_mature::hsa-miR-1207-5p::MIMAT0005871,0.72239834,105968
mirna_mat::mirbase_mature::hsa-miR-1224-3p::MIMAT0005459,0.98362076,105972
mirna_mat::mirbase_mature::hsa-miR-1224-5p::MIMAT0005458,0.98362076,105973
mirna_mat::mirbase_mature::hsa-miR-1225-3p::MIMAT0005573,0.6644692,105974
mirna_mat::mirbase_mature::hsa-miR-1225-5p::MIMAT0005572,0.6644692,105975
mirna_mat::mirbase_mature::hsa-miR-1229-3p::MIMAT0005584,0.8814938,105982
mirna_mat::mirbase_mature::hsa-miR-1229-5p::MIMAT0022942,0.8814938,105983
mirna_mat::mirbase_mature::hsa-miR-1249::MIMAT0005901,0.93293446,106013
mirna_mat::mirbase_mature::hsa-miR-1255b-2-3p::MIMAT0022725,0.9009312,106024
mirna_mat::mirbase_mature::hsa-miR-1255b-5p::MIMAT0005945,0.9009312,106025
mirna_mat::mirbase_mature::hsa-miR-1273c::MIMAT0015017,0.6866321,106060
mirna_mat::mirbase_mature::hsa-miR-1279::MIMAT0005937,0.9383559,106072
mirna_mat::mirbase_mature::hsa-miR-1284::MIMAT0005941,0.65371007,106081
mirna_mat::mirbase_mature::hsa-miR-1292-3p::MIMAT0022948,0.74906677,106098
mirna_mat::mirbase_mature::hsa-miR-1292-5p::MIMAT0005943,0.74906677,106099
mirna_mat::mirbase_mature::hsa-miR-1304-3p::MIMAT0022720,0.9058571,106125
mirna_mat::mirbase_mature::hsa-miR-1304-5p::MIMAT0005892,0.9058571,106126
mirna_mat::mirbase_mature::hsa-miR-142-3p::MIMAT0000434,0.9502718,106169
mirna_mat::mirbase_mature::hsa-miR-142-5p::MIMAT0000433,0.9502718,106170
mirna_mat::mirbase_mature::hsa-miR-150-3p::MIMAT0004610,0.6438301,106194
mirna_mat::mirbase_mature::hsa-miR-150-5p::MIMAT0000451,0.6438301,106195
mirna_mat::mirbase_mature::hsa-miR-153-3p::MIMAT0000439_1,0.77731806,106202
mirna_mat::mirbase_mature::hsa-miR-153-5p::MIMAT0026480,0.77731806,106203
mirna_mat::mirbase_mature::hsa-miR-15a-3p::MIMAT0004488,0.754856,106213
mirna_mat::mirbase_mature::hsa-miR-15a-5p::MIMAT0000068,0.754856,106214
mirna_mat::mirbase_mature::hsa-miR-16-1-3p::MIMAT0004489,0.754856,106217
mirna_mat::mirbase_mature::hsa-miR-16-5p::MIMAT0000069,0.754856,106219
mirna_mat::mirbase_mature::hsa-miR-1910-3p::MIMAT0026917,0.8041305,106262
mirna_mat::mirbase_mature::hsa-miR-1910-5p::MIMAT0007884,0.8041305,106263
mirna_mat::mirbase_mature::hsa-miR-194-5p::MIMAT0000460,0.8105173,106279
mirna_mat::mirbase_mature::hsa-miR-199a-3p::MIMAT0000232,0.87847394,106295
mirna_mat::mirbase_mature::hsa-miR-199a-5p::MIMAT0000231,0.87847394,106297
mirna_mat::mirbase_mature::hsa-miR-203a::MIMAT0000264,0.74325585,106317
mirna_mat::mirbase_mature::hsa-miR-203b-3p::MIMAT0019814,0.74325585,106318
mirna_mat::mirbase_mature::hsa-miR-203b-5p::MIMAT0019813,0.74325585,106319
mirna_mat::mirbase_mature::hsa-miR-21-3p::MIMAT0004494,0.97920305,106336
mirna_mat::mirbase_mature::hsa-miR-21-5p::MIMAT0000076,0.97920305,106337
mirna_mat::mirbase_mature::hsa-miR-210-3p::MIMAT0000267,0.96486235,106338
mirna_mat::mirbase_mature::hsa-miR-210-5p::MIMAT0026475,0.96486235,106339
mirna_mat::mirbase_mature::hsa-miR-2116-3p::MIMAT0011161,0.90896136,106348
mirna_mat::mirbase_mature::hsa-miR-2116-5p::MIMAT0011160,0.90896136,106349
mirna_mat::mirbase_mature::hsa-miR-214-3p::MIMAT0000271,0.87847394,106353
mirna_mat::mirbase_mature::hsa-miR-214-5p::MIMAT0004564,0.87847394,106354
mirna_mat::mirbase_mature::hsa-miR-215-3p::MIMAT0026476,0.8105173,106355
mirna_mat::mirbase_mature::hsa-miR-215-5p::MIMAT0000272,0.8105173,106356
mirna_mat::mirbase_mature::hsa-miR-2392::MIMAT0019043,0.60445535,106389
mirna_mat::mirbase_mature::hsa-miR-25-3p::MIMAT0000081,0.97352695,106401
mirna_mat::mirbase_mature::hsa-miR-25-5p::MIMAT0004498,0.97352695,106402
mirna_mat::mirbase_mature::hsa-miR-26a-2-3p::MIMAT0004681,0.91123945,106408
mirna_mat::mirbase_mature::hsa-miR-26a-5p::MIMAT0000082,0.91123945,106409
mirna_mat::mirbase_mature::hsa-miR-29b-2-5p::MIMAT0004515,0.9788408,106430
